1.5 0.0186547
2.5 0.0154795
3.5 0.0137373
4.5 0.0123931
5.5 0.0108184
6.5 0.0100415
7.5 0.00921081
8.5 0.00842349
9.5 0.00778651
10.5 0.00717236
11.5 0.00676541
12.5 0.00625159
13.5 0.00572358
14.5 0.00527853
15.5 0.0048639
16.5 0.0044496
17.5 0.00407269
18.5 0.00365926
19.5 0.00337016
20.5 0.0031058
21.5 0.00288035
22.5 0.00274465
23.5 0.00252667
24.5 0.00236492
25.5 0.00216144
26.5 0.00198477
27.5 0.00180834
28.5 0.00163141
29.5 0.00146372
30.5 0.0013367
31.5 0.00123726
32.5 0.00123319
33.5 0.0010876
34.5 0.00111743
35.5 0.000961994
36.5 0.000852783
37.5 0.000819325
38.5 0.000779837
39.5 0.000700623
40.5 0.000640726
41.5 0.000570358
42.5 0.000516172
43.5 0.000480018
44.5 0.00043723
45.5 0.000405061
46.5 0.000389383
47.5 0.000383657
48.5 0.000348459
49.5 0.000319464
50.5 0.000293147
51.5 0.000272463
52.5 0.000253333
53.5 0.000235883
54.5 0.00022226
55.5 0.000208538
56.5 0.000196134
57.5 0.00018622
58.5 0.000179598
59.5 0.00018006
60.5 0.000165497
61.5 0.00015593
62.5 0.000147425
63.5 0.000136516
64.5 0.000129005
65.5 0.000122062
66.5 0.00011543
67.5 0.00011091
68.5 0.000104265
69.5 9.91978e-05
70.5 9.51442e-05
71.5 9.06752e-05
72.5 8.63935e-05
73.5 8.32578e-05
74.5 8.03035e-05
75.5 8.04682e-05
76.5 8.15496e-05
77.5 7.75474e-05
78.5 7.29212e-05
79.5 6.97721e-05
80.5 6.64607e-05
81.5 6.34348e-05
82.5 6.09467e-05
83.5 5.78509e-05
84.5 5.56909e-05
85.5 5.34113e-05
86.5 5.15292e-05
87.5 4.96852e-05
88.5 4.73511e-05
89.5 4.58219e-05
90.5 4.44924e-05
91.5 4.26142e-05
92.5 4.10511e-05
93.5 4.00059e-05
94.5 3.81592e-05
95.5 3.69313e-05
96.5 3.56114e-05
97.5 3.49999e-05
98.5 3.36903e-05
99.5 3.28488e-05
100.5 3.1751e-05
101.5 3.16016e-05
102.5 3.23753e-05
103.5 3.28488e-05
104.5 3.12195e-05
105.5 2.96548e-05
106.5 2.8308e-05
107.5 2.71077e-05
108.5 2.64874e-05
109.5 2.5417e-05
110.5 2.4547e-05
111.5 2.37892e-05
112.5 2.31482e-05
113.5 2.21722e-05
114.5 2.14378e-05
115.5 2.08496e-05
116.5 2.03104e-05
117.5 1.97229e-05
118.5 1.91142e-05
119.5 1.86551e-05
120.5 1.80518e-05
121.5 1.77746e-05
122.5 1.72486e-05
123.5 1.67231e-05
124.5 1.63521e-05
125.5 1.58561e-05
126.5 1.53911e-05
127.5 1.50818e-05
128.5 1.4624e-05
129.5 1.43605e-05
130.5 1.38692e-05
131.5 1.35656e-05
132.5 1.3242e-05
133.5 1.28867e-05
134.5 1.26581e-05
135.5 1.23011e-05
136.5 1.20811e-05
137.5 1.17795e-05
138.5 1.14864e-05
139.5 1.11711e-05
140.5 1.10037e-05
141.5 1.07907e-05
142.5 1.05941e-05
143.5 1.04308e-05
144.5 1.05279e-05
145.5 1.11331e-05
146.5 1.13917e-05
147.5 1.07784e-05
148.5 1.0157e-05
149.5 9.70794e-06
150.5 9.55228e-06
151.5 9.15484e-06
152.5 9.00677e-06
153.5 8.73426e-06
154.5 8.49129e-06
155.5 8.25699e-06
156.5 8.05881e-06
157.5 7.89853e-06
158.5 7.70097e-06
159.5 7.59335e-06
160.5 7.4186e-06
161.5 7.27945e-06
162.5 7.11317e-06
163.5 6.95981e-06
164.5 6.84685e-06
165.5 6.70721e-06
166.5 6.5369e-06
167.5 6.3727e-06
168.5 6.28772e-06
169.5 6.15546e-06
170.5 5.98956e-06
171.5 5.90751e-06
172.5 5.86944e-06
173.5 5.80083e-06
174.5 5.53394e-06
175.5 5.48543e-06
176.5 5.38115e-06
177.5 5.25814e-06
178.5 5.1529e-06
179.5 5.06751e-06
180.5 4.99605e-06
181.5 4.87839e-06
182.5 4.76643e-06
183.5 4.74037e-06
184.5 4.69358e-06
185.5 4.54244e-06
186.5 4.53813e-06
187.5 4.47427e-06
188.5 4.38741e-06
189.5 4.29243e-06
190.5 4.19416e-06
191.5 4.12287e-06
192.5 4.08377e-06
193.5 3.98435e-06
194.5 3.90961e-06
195.5 3.88297e-06
196.5 3.80212e-06
197.5 3.72171e-06
198.5 3.67692e-06
199.5 3.61562e-06
200.5 3.57171e-06
201.5 3.47775e-06
202.5 3.47559e-06
203.5 3.3869e-06
204.5 3.35498e-06
205.5 3.30675e-06
206.5 3.29742e-06
207.5 3.22198e-06
208.5 3.13563e-06
209.5 3.08437e-06
210.5 3.05488e-06
211.5 2.99225e-06
212.5 2.98098e-06
213.5 2.92431e-06
214.5 2.8726e-06
215.5 2.82922e-06
216.5 2.7926e-06
217.5 2.76568e-06
218.5 2.72426e-06
219.5 2.70359e-06
220.5 2.66364e-06
221.5 2.67073e-06
222.5 2.64062e-06
223.5 2.70519e-06
224.5 3.65617e-06
225.5 7.74988e-06
