WAVELENGTH,FLUX,CONTINUUM,WAVELENGTH [um]
1159.020304289923,8.88832e-11,1.3284864e-09,0.11590203042899232
1160.1822234779468,1.2403968e-10,1.3340415e-09,0.1160182223477947
1161.3453075844488,1.3602304e-10,1.3395968e-09,0.1161345307584449
1162.5095576093588,1.3022976e-10,1.3443584e-09,0.1162509557609359
1163.6749747525932,1.12056316e-10,1.3499136e-09,0.11636749747525935
1164.8415603140606,1.0070784e-10,1.3554687e-09,0.11648415603140609
1166.0093152936915,9.332736e-11,1.361024e-09,0.11660093152936918
1167.1782409913947,7.8479105e-11,1.3665792e-09,0.11671782409913949
1168.348338607086,6.737664e-11,1.3713408e-09,0.11683483386070861
1169.5196091406956,5.942477e-11,1.3768959e-09,0.11695196091406958
1170.692053892133,5.1774463e-11,1.3824512e-09,0.11706920538921331
1171.8656740613133,5.1703038e-11,1.3872128e-09,0.11718656740613134
1173.04047074816,5.1909376e-11,1.392768e-09,0.11730404707481602
1174.2164452525824,4.727475e-11,1.3975295e-09,0.11742164452525826
1175.39359857451,4.1790977e-11,1.4030848e-09,0.11753935985745102
1176.5719320138523,3.7902334e-11,1.4078464e-09,0.11765719320138526
1177.751446770525,3.535488e-11,1.4134016e-09,0.11777514467705252
1178.9321439444514,3.088691e-11,1.4181631e-09,0.11789321439444515
1180.1140248355402,2.472064e-11,1.4237184e-09,0.11801140248355405
1181.297090443722,2.1117696e-11,1.42848e-09,0.11812970904437223
1182.481342168898,1.9252737e-11,1.4340352e-09,0.11824813421688982
1183.6667811109917,1.682432e-11,1.4387967e-09,0.11836667811109919
1184.8534084699193,1.5022848e-11,1.444352e-09,0.11848534084699194
1186.0412253456036,1.38562556e-11,1.4491136e-09,0.11860412253456039
1187.2302330379537,1.2403968e-11,1.4538751e-09,0.11872302330379539
1188.4204327468854,9.9914235e-12,1.4586368e-09,0.11884204327468856
1189.611825672315,7.874099e-12,1.464192e-09,0.11896118256723152
1190.8044129141656,7.693952e-12,1.4689536e-09,0.11908044129141658
1191.9981956723527,7.441587e-12,1.4737151e-09,0.1191998195672353
1193.193175246786,5.6353537e-12,1.4784768e-09,0.11931931752467863
1194.3893528373812,5.4036224e-12,1.4832384e-09,0.11943893528373814
1195.5867295440614,6.967808e-12,1.488e-09,0.11955867295440617
1196.7853066667353,7.3193725e-12,1.4927616e-09,0.11967853066667355
1197.9850853053265,7.1074817e-12,1.4975232e-09,0.11979850853053267
1199.1860667597437,6.8574976e-12,1.5022847e-09,0.11991860667597438
1200.388252229903,6.5900545e-12,1.5070464e-09,0.12003882522299032
1201.5916428157275,6.7678207e-12,1.511808e-09,0.12015916428157276
1202.796239817126,6.7352833e-12,1.5165695e-09,0.12027962398171262
1204.0020444340146,6.3003903e-12,1.5213312e-09,0.12040020444340148
1205.2090579663022,5.7345535e-12,1.5260928e-09,0.12052090579663025
1206.4172814139195,5.13856e-12,1.5308543e-09,0.12064172814139197
1207.6267161767678,4.537011e-12,1.535616e-09,0.1207626716176768
1208.8373633547703,3.8640384e-12,1.539584e-09,0.12088373633547705
1210.0492242478363,3.1124992e-12,1.5443455e-09,0.12100492242478365
1211.2622999558882,2.3038208e-12,1.5491072e-09,0.12112622999558885
1212.476591878829,1.4816512e-12,1.5530752e-09,0.12124765918788291
1213.692101016588,7.581261e-13,1.5578367e-09,0.12136921010165881
1214.9088287690674,3.0132992e-13,1.5618048e-09,0.12149088287690676
1216.1267763361834,2.845056e-13,1.5665664e-09,0.12161267763361837
1217.3459448178587,7.3566717e-13,1.5705344e-09,0.12173459448178589
1218.5663355140025,1.50784e-12,1.575296e-09,0.12185663355140028
1219.787949724524,2.4300032e-12,1.5792639e-09,0.12197879497245243
1221.010788549346,3.3966079e-12,1.583232e-09,0.12210107885493462
1222.2348532883775,4.3417856e-12,1.5879936e-09,0.12222348532883777
1223.460145141535,5.213952e-12,1.5927551e-09,0.12234601451415351
1224.6866654087266,6.0416767e-12,1.5959296e-09,0.12246866654087268
1225.9144151898763,6.862259e-12,1.5998975e-09,0.12259144151898765
1227.1433957848926,7.621734e-12,1.6046592e-09,0.12271433957848929
1228.3736084936847,8.37248e-12,1.6078335e-09,0.1228373608493685
1229.6050545161686,9.174016e-12,1.6125952e-09,0.12296050545161688
1230.837734952267,9.9914235e-12,1.6157696e-09,0.12308377349522673
1232.0716513018756,1.08326395e-11,1.6205312e-09,0.12320716513018758
1233.3068045649243,1.1570688e-11,1.6252928e-09,0.12333068045649245
1234.5431960413212,1.2451584e-11,1.6276736e-09,0.12345431960413214
1235.7808270309765,1.3380096e-11,1.6324352e-09,0.12357808270309767
1237.0196987338056,1.43324155e-11,1.6356095e-09,0.12370196987338059
1238.2598124497179,1.5260928e-11,1.6395776e-09,0.12382598124497181
1239.5011693786291,1.6316415e-11,5.598848e-09,0.12395011693786294
1240.7437707204554,1.7911552e-11,1.079296e-08,0.12407437707204556
1241.9876177751055,1.936384e-11,1.0777088e-08,0.12419876177751057
1243.2327118424892,2.1395457e-11,1.0761216e-08,0.12432327118424893
1244.4790541225216,2.5419007e-11,1.0745344e-08,0.12444790541225217
1245.7266458151194,3.0148863e-11,1.07294715e-08,0.12457266458151196
1246.9754882201912,3.6711936e-11,1.07136e-08,0.12469754882201914
1248.2255825376535,4.814771e-11,1.0697728e-08,0.12482255825376537
1249.4769301674078,6.404352e-11,1.0681856e-08,0.1249476930167408
1250.7295323093706,8.856576e-11,1.0665984e-08,0.1250729532309371
1251.9833900634646,1.3022976e-10,1.0650112e-08,0.1251983390063465
1253.2385049295851,1.7713152e-10,1.063424e-08,0.12532385049295855
1254.494877907662,2.3236607e-10,1.06183675e-08,0.12544948779076623
1255.7525104975903,2.9014016e-10,1.0602496e-08,0.12557525104975906
1257.0114038992858,3.3180417e-10,1.0586624e-08,0.1257011403899286
1258.271559312665,3.2783615e-10,1.0570752e-08,0.12582715593126653
1259.5329780376367,2.2474751e-10,1.055488e-08,0.1259532978037637
1260.7956612741168,1.6578304e-10,1.0539008e-08,0.1260795661274117
1262.0596104220076,3.0006014e-10,1.0523136e-08,0.12620596104220078
1263.324826581232,3.5283457e-10,1.05072635e-08,0.12633248265812322
1264.591311251685,2.7069696e-10,1.0491392e-08,0.12645913112516852
1265.8590655332896,4.306867e-10,1.047552e-08,0.126585906553329
1267.128090725955,7.6161794e-10,1.04517115e-08,0.12671280907259552
1268.398388029597,1.055488e-09,1.043584e-08,0.12683983880295974
1269.669958944111,1.2094464e-09,1.0419968e-08,0.12696699589441113
1270.9428045694194,1.2292863e-09,1.0404096e-08,0.12709428045694196
1272.2169262054317,1.3078528e-09,1.0388224e-08,0.1272216926205432
1273.4923251520572,1.396736e-09,1.0372352e-08,0.12734923251520575
1274.7690027092042,1.2705536e-09,1.035648e-08,0.12747690027092043
1276.0469600767892,1.118976e-09,1.03406075e-08,0.12760469600767896
1277.3261986547143,1.158656e-09,1.0324736e-08,0.12773261986547146
1278.606719642895,1.3880064e-09,1.0308864e-08,0.12786067196428952
1279.8885244412343,1.364992e-09,1.02850555e-08,0.12798885244412345
1281.171614149654,1.8538496e-09,1.0269184e-08,0.12811716141496543
1282.4559901680573,2.4966655e-09,1.0253312e-08,0.12824559901680574
1283.7416537963522,2.761728e-09,1.023744e-08,0.12837416537963525
1285.0286063344488,2.8712448e-09,1.0221568e-08,0.1285028606334449
1286.3168489822622,2.640307e-09,1.0205696e-08,0.12863168489822624
1287.6063831396946,2.2109696e-09,1.0189824e-08,0.12876063831396947
1288.8972100066624,2.1197055e-09,1.01739515e-08,0.12888972100066626
1290.1893309830675,2.4379392e-09,1.015808e-08,0.12901893309830678
1291.482747268826,2.7474432e-09,1.0134272e-08,0.12914827472688262
1292.7774602638394,2.8760063e-09,1.01183995e-08,0.12927774602638398
1294.0734711680243,2.8323583e-09,1.0102528e-08,0.12940734711680246
1295.3707813812825,2.7077631e-09,1.0086656e-08,0.1295370781381283
1296.6693921035308,2.8744191e-09,1.0070784e-08,0.1296669392103531
1297.969304634677,3.0045695e-09,1.0054912e-08,0.1297969304634677
1299.2705203746236,2.9299712e-09,1.003904e-08,0.12992705203746238
1300.5730406232797,2.749824e-09,1.0015232e-08,0.130057304062328
1301.8768665805615,2.0260609e-09,9.99936e-09,0.13018768665805616
1303.1819996463707,1.5697408e-09,9.983488e-09,0.1303181999646371
1304.4884411206167,1.1086592e-09,9.967616e-09,0.1304488441120617
1305.796192303208,1.36896e-09,9.951744e-09,0.13057961923032083
1307.1052544940542,2.353024e-09,9.935872e-09,0.13071052544940545
1308.4156290930573,2.20224e-09,9.912064e-09,0.13084156290930576
1309.7273173001329,1.7570304e-09,9.896192e-09,0.1309727317300133
1311.0403204151903,2.3514368e-09,9.88032e-09,0.13110403204151905
1312.3546398381313,3.2902656e-09,9.864448e-09,0.13123546398381317
1313.6702769688582,4.01879e-09,9.848576e-09,0.13136702769688585
1314.9872329072941,4.01879e-09,9.8327035e-09,0.13149872329072942
1316.3055091533338,3.5854848e-09,9.816832e-09,0.1316305509153334
1317.6251070068863,3.8116608e-09,9.793024e-09,0.13176251070068865
1318.9460276678678,4.0902144e-09,9.7771515e-09,0.1318946027667868
1320.2682726361736,4.382259e-09,9.76128e-09,0.1320268272636174
1321.591843111719,4.6314494e-09,9.745408e-09,0.13215918431117193
1322.9167404944067,4.3203583e-09,9.729536e-09,0.1322916740494407
1324.2429659841523,4.3735295e-09,9.713664e-09,0.13242429659841526
1325.5705211808438,4.6814463e-09,9.689856e-09,0.1325570521180844
1326.8994071844052,4.3441664e-09,9.673984e-09,0.13268994071844054
1328.229625394737,3.921971e-09,9.658112e-09,0.13282296253947373
1329.5611771117492,3.9989505e-09,9.64224e-09,0.13295611771117494
1330.894063735344,4.606054e-09,9.618432e-09,0.13308940637353442
1332.2282865654297,4.7608064e-09,9.60256e-09,0.133222828656543
1333.5638470019085,3.7957886e-09,9.586688e-09,0.13335638470019087
1334.90074634469,2.5331712e-09,9.570816e-09,0.13349007463446905
1336.238985893683,3.0656768e-09,9.5549435e-09,0.13362389858936832
1337.578567048789,4.6012927e-09,9.531136e-09,0.1337578567048789
1338.9194911099175,5.2798206e-09,9.515264e-09,0.13389194911099178
