CNS5,GJ,Comp,NComp,P_,GJp,GaiaDR3,HIP,RAJ2000,DEJ2000,_tab1_11,plx,pmRA,pmDE,RV,Gmag,BPmag,RPmag,GHIPmag,G-RPHIP,Gmagr,__G-RP_r,f__G-RP_r,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,SimbadName
5142,4165,,,0,,1871118140493076224,,312.27882302575,37.47122796548,2016.0,56.89,162.12,148.14,,13.035794,13.005794,13.128798,,,13.035794,-0.093003,1,13.303,13.37,13.432,,,,,CNS5 5142
5239,822.1,C,3,0,,1964791549008457728,104887,318.69622421754,38.02250673998,2016.0,49.14,167.77,421.01,-23.54,11.000573,12.187614,9.816401,,,11.000573,1.111431,0,8.337,7.706,7.485,7.271,7.214,7.138,6.941,CNS5 5239
5240,822.1,AB,3,1,,,104887,318.6972775334,38.04432059689,1991.25,49.16,196.99,410.28,,,,,3.636131,0.347928,3.636131,0.347928,2,,,,,,,,CNS5 5240
5218,820,B,2,0,,1872046574983497216,104217,316.75366275256,38.75607277206,2016.0,286.01,4105.98,3155.94,-64.43,5.4506445,6.272253,4.556912,,,5.450644,0.890171,0,3.546,2.895,2.544,,,,,CNS5 5218
5217,820,A,2,1,,1872046609345556480,104214,316.748479294,38.7638624465,2016.0,285.99,4164.21,3249.61,-65.94,4.766713,5.439793,3.977203,,,4.766713,0.789709,0,3.114,2.54,2.248,,,,,CNS5 5217
5087,4152,,,0,,2063967910147595008,,309.19278279339,38.84173999458,2016.0,61.14,170.65,-150.56,,12.111444,13.608441,10.9161,,,12.111444,1.193303,0,9.27,8.707,8.461,8.286,8.133,8.388,8.353,CNS5 5087
5070,792,,,0,,2064100569188230144,,307.85797116863,38.56548761205,2016.0,64.95,201.38,720.68,,12.146215,13.765141,10.901452,,,12.146215,1.231233,0,9.193,8.627,8.358,8.165,7.975,7.977,8.569,CNS5 5070
5195,13045,,,0,,1873146567646379008,,315.3884359246,39.95101730804,2016.0,41.76,-147.61,2.8,,14.335631,16.363392,13.007822,,,14.335631,1.326568,0,10.99,10.403,10.116,9.915,9.723,9.599,8.959,CNS5 5195
5187,815,,,0,,1873073175244118784,103655,315.02594408686,40.06906741776,2016.0,66.59,602.23,-250.52,,9.396831,10.391384,8.152237,,,9.396831,1.073153,0,6.668,6.089,5.88,5.81,5.57,5.59,5.449,CNS5 5187
5321,834,B,2,0,,1953952387283004416,106694,324.15917419924,39.45494611812,2016.0,47.94,-168.83,-178.55,,11.071051,,,,,11.071051,,,7.111,6.496,6.302,6.193,6.013,6.054,5.944,CNS5 5321
5322,834,A,2,1,,1953952391581618432,106694,324.1595306103,39.45499047105,2016.0,48.14,-209.18,-160.11,0.72,9.651061,10.391324,8.42933,,,9.651061,0.981771,0,7.111,6.496,6.302,6.193,6.013,6.054,5.944,CNS5 5322
5377,13143,,,0,,1954170404122975232,,327.07239546429,40.06851779302,2016.0,123.68,772.18,458.24,-14.52,19.818087,21.344938,18.1991,,,19.818087,1.618986,1,14.147,12.783,11.765,10.756,10.243,9.631,9.066,CNS5 5377
5272,13087,,,0,,1965478468902062592,,321.13780325407,40.06853292389,2016.0,68.98,542.23,439.02,-60.0,13.897119,16.177614,12.525053,,,13.897119,1.376314,0,10.339,9.74,9.431,9.177,8.996,8.839,8.721,CNS5 5272
5353,836.8,,,0,,1954559047126247936,107346,326.12447685375,41.59764417178,2016.0,50.44,-61.19,40.9,10.29,9.042687,9.847819,8.167549,,,9.042687,0.876694,0,7.07,6.422,6.289,6.187,6.134,6.201,6.121,CNS5 5353
5435,4246,,,0,,1959969434607205376,,329.84200557556,41.85704936958,2016.0,48.64,109.85,-408.77,,11.647216,12.987848,10.498184,,,11.647216,1.14344,0,8.982,8.384,8.156,7.989,7.859,7.75,7.559,CNS5 5435
5408,13164,,,0,,1960660958705529344,,328.49434759126,42.59147613766,2016.0,39.71,-80.03,-257.01,,15.846461,17.85983,13.899472,,,15.846461,1.418841,0,11.636,11.059,10.763,10.498,10.301,10.088,8.562,CNS5 5408
5357,13134,,,0,,1973094614149871872,107376,326.22409277187,44.28289510468,2016.0,43.67,-140.6,-655.4,-28.09,10.513817,11.63558,9.457491,,,10.513817,1.054233,0,8.1,7.454,7.255,7.012,7.069,6.988,6.813,CNS5 5357
5369,4219,,,0,,1974606167761196032,,326.73614950661,46.63503917498,2016.0,58.36,278.75,-5.6,,12.080098,13.694959,10.846426,,,12.080098,1.227905,0,9.089,8.481,8.214,8.041,7.907,7.762,7.619,CNS5 5369
5076,12978,,,0,,2064689567732385792,,308.34127538452,39.90226201108,2016.0,48.23,36.58,-100.92,,16.224464,16.53693,15.753734,,,16.224464,0.477408,0,15.279,15.227,14.944,,,,,CNS5 5076
5072,793.1,,,0,,2067948245320365056,101382,308.21423778615,41.90049439394,2016.0,45.77,-157.01,451.83,,6.8316164,7.254273,6.231244,,,6.831616,0.594782,0,5.474,5.081,4.966,4.945,4.658,4.915,4.517,CNS5 5072
5003,12933,,,0,,2074506110651830784,,302.66918780129,40.66861562172,2016.0,40.65,294.34,-85.64,,13.896421,15.693484,12.627132,,,13.896421,1.272188,0,10.795,10.216,9.941,9.748,9.576,9.691,9.228,CNS5 5003
5162,13025,,,0,,2066768499405895168,,313.24121800425,43.17197818115,2016.0,60.04,-197.45,-317.43,,11.908527,13.343314,10.730004,,,11.908527,1.174276,0,9.144,8.578,8.345,8.173,8.006,7.805,6.968,CNS5 5162
5127,806,,,0,,2070115588901082368,102401,311.26978468219,44.5002726684,2016.0,82.92,434.03,271.02,-24.28,9.828687,11.005876,8.750727,,,9.828687,1.077968,0,7.329,6.769,6.533,6.409,6.169,6.239,6.296,CNS5 5127
5214,13055,,,0,,2162411240644426240,,316.56909610793,44.61682002535,2016.0,40.91,-23.28,-138.42,,14.151821,16.040386,12.859423,,,14.151821,1.295319,0,10.969,10.396,10.128,9.922,9.731,9.787,9.135,CNS5 5214
5201,816.1,A,2,1,,2163558855915068416,103859,315.67240371913,45.88539608945,2016.0,51.42,406.83,140.99,-14.33,7.431637,7.921854,6.779132,,,7.431637,0.651443,0,5.944,6.953,5.372,,,,,CNS5 5201
5202,13048,B,2,0,816.1,2163558855915069952,,315.67347406449,45.88543038097,2016.0,51.23,378.88,151.32,,11.583294,,,,,11.583294,,,,,,,,,,CNS5 5202
5102,12992,,,0,,2168280502430898944,,310.44876837737,49.64690532478,2016.0,43.49,158.33,44.34,,13.68916,15.573718,12.394258,,,13.68916,1.294913,0,10.416,9.832,9.541,9.334,9.183,9.234,9.128,CNS5 5102
5139,13009,,,0,,,,312.0011446,50.6395396,2000.0,32.0,99.0,248.0,,,,,,,,,,,,,16.732,15.358,13.188,9.549,CNS5 5139
5152,4167,,,0,,2182197777015312384,102870,312.63992950208,52.90154631022,2016.0,43.94,286.96,438.86,-52.46,9.183121,9.95907,8.325234,,,9.183121,0.858412,0,7.236,6.619,6.48,,,,,CNS5 5152
5482,13206,,,0,,1961385914819977216,,332.59103397569,42.84807623136,2016.0,45.64,-9.5,-281.04,,13.490691,15.201708,12.23991,,,13.490691,1.2514,0,10.445,9.943,9.715,9.55,9.343,9.212,8.461,CNS5 5482
5582,13260,,,0,,1982218395990388224,,339.53309891899,43.88768529803,2016.0,44.25,325.08,-125.21,,18.677017,21.457436,17.068258,,,18.677017,1.608759,1,13.84,13.046,12.52,12.211,11.96,11.853,8.399,CNS5 5582
5620,873,,,0,,1934263333784036864,112460,341.70282545224,44.33195332332,2016.0,198.0,-706.22,-458.92,,9.005235,10.522137,7.791977,,,9.005235,1.201778,0,6.106,5.554,5.299,5.202,4.716,4.904,4.75,CNS5 5620
5446,13183,,,0,,,,330.7674279,46.3231698,2000.0,75.1,1289.1,-271.1,,,,,,,,,,,,,18.919,14.967,12.267,9.164,CNS5 5446
5577,13256,,,0,,,,339.0733476,51.0977486,2000.0,102.8,708.6,326.7,,,,,,,,,,14.584,14.486,14.445,13.827,12.499,11.008,9.319,CNS5 5577
5711,13330,A,2,1,,1935133906477014016,114456,347.70810989568,45.51099625165,2016.0,42.49,-86.65,-287.12,-30.69,6.8045487,7.17211,6.269301,,,6.804549,0.536507,0,5.646,5.346,5.281,5.245,5.107,5.276,5.23,CNS5 5711
5712,13331,B,2,0,13330,1935122258524180480,,347.72806568391,45.51165714605,2016.0,42.54,-87.17,-288.59,,14.470634,16.801502,13.082037,,,14.470634,1.38612,0,10.844,10.227,9.896,9.69,9.515,9.305,9.158,CNS5 5712
5756,13354,,,0,,1937923436193950208,115341,350.43645087998,45.17572884076,2016.0,49.15,196.25,-73.03,-13.76,7.816189,8.354011,7.126989,,,7.816189,0.689034,0,6.32,5.817,5.71,,,,,CNS5 5756
5741,894.1,,,0,,1941217160713765376,115058,349.57684839171,46.2898883108,2016.0,42.07,328.63,134.74,-6.13,10.12848,11.125096,9.138804,,,10.12848,0.990483,0,7.89,7.23,7.021,6.885,6.91,6.851,6.734,CNS5 5741
5771,13367,B,2,0,13368,1941668716392322560,,351.40911635798,47.28485018971,2016.0,40.46,13.14,35.53,,12.437058,,,,,12.437058,,,8.26,7.682,7.463,7.204,7.192,7.106,6.925,CNS5 5771
5772,13368,A,2,1,,1941668716395829504,,351.40938844996,47.2849135398,2016.0,40.23,31.63,6.22,-9.12,11.077119,12.040858,9.727031,,,11.077119,1.095285,0,8.26,7.682,7.463,7.204,7.192,7.106,6.925,CNS5 5772
5813,13393,,,0,,,,353.8627731,45.1946513,2000.0,44.0,-92.7,-79.9,,,,,,,,,,16.94,15.56,14.69,13.531,12.946,11.925,8.512,CNS5 5813
5825,4351,,,0,,1939093660163197440,116613,354.49599341245,46.19938254402,2016.0,43.87,357.16,-11.73,-0.14,6.428031,6.744495,5.939177,,,6.428031,0.488854,0,5.406,5.123,5.076,5.044,4.883,5.082,5.021,CNS5 5825
5921,913,,,0,,,118212,359.67892054332,46.72917330458,1991.25,57.01,668.39,-7.98,,,,,9.105786,0.823125,9.105786,0.823125,2,,,,,,,,CNS5 5921
5929,4385,,,0,,1927517417630958080,,359.9620558635,47.76147774464,2016.0,52.17,872.38,-199.49,,14.278437,16.417427,12.932926,,,14.278437,1.349091,0,10.866,10.263,9.93,9.73,9.537,9.32,8.635,CNS5 5929
5717,891.1,,,0,,1990723839987250176,114570,348.13812894607,49.40663255426,2016.0,40.29,89.94,95.7,,4.438951,4.606249,4.171996,,,4.438951,0.283896,0,3.836,3.76,3.791,3.728,3.405,3.768,3.706,CNS5 5717
5633,13289,,,0,,1990050457838764544,,342.58533690067,51.60640656763,2016.0,56.02,-20.73,-209.71,,13.335136,15.179415,12.051683,,,13.335136,1.284518,0,10.216,9.653,9.372,9.162,8.958,8.792,8.881,CNS5 5633
5714,13333,,,0,,1991767757560462848,,347.97795349478,50.53791918727,2016.0,43.53,651.45,100.99,,14.03791,15.964009,12.73621,,,14.03791,1.303837,0,10.786,10.193,9.868,9.688,9.534,9.375,8.681,CNS5 5714
5868,907,,,0,,1940584323054654464,117383,357.01731862553,49.01622835324,2016.0,61.28,626.21,69.78,19.45,11.175468,12.322246,10.109758,,,11.175468,1.064937,0,8.765,8.142,7.933,7.773,7.639,7.549,7.229,CNS5 5868
5856,13414,,,0,,1943493115426301440,,356.41651578719,49.70693338974,2016.0,42.0,-481.11,-312.43,,12.752114,14.334099,11.526344,,,12.752114,1.219032,0,9.821,9.189,8.94,8.767,8.627,8.475,8.34,CNS5 5856
5883,13431,,,0,,,,357.8314458,49.6330161,2000.0,32.0,-357.4,-182.0,,,,,,,,,,16.538,15.77,15.149,14.897,14.315,12.878,9.025,CNS5 5883
5902,13445,,,0,,1941011930001137152,,358.73570743128,50.60416096369,2016.0,57.11,53.67,10.18,,11.543671,12.960619,10.369968,,,11.543671,1.168969,0,8.798,8.211,7.954,7.78,7.648,7.539,7.367,CNS5 5902
5919,4382,,,0,,1940954617956840192,118162,359.52806918538,50.44876415671,2016.0,40.76,-46.11,244.76,4.96,6.570978,6.898232,6.07017,,,6.570978,0.49999,0,5.492,5.233,5.141,5.135,4.929,5.164,5.102,CNS5 5919
5373,4223,,,0,,1980487077505535744,,326.97348289992,50.24848685916,2016.0,48.53,693.78,425.63,,12.141446,13.635873,10.944558,,,12.141446,1.193075,0,9.311,8.765,8.555,8.346,8.177,8.067,8.082,CNS5 5373
5315,4205,,,0,,2171727299589481984,106557,323.71302482043,51.53850250356,2016.0,56.75,458.91,313.16,,10.724582,12.027866,9.584763,,,10.724582,1.131198,0,8.038,7.472,7.271,7.055,7.015,6.958,6.812,CNS5 5315
5533,1268,,,0,,2001345397199713280,,336.23469728565,52.00711137754,2016.0,63.82,233.15,431.98,,13.330946,15.207454,12.041939,,,13.330946,1.292187,0,10.155,9.597,9.298,9.101,8.916,8.731,8.625,CNS5 5533
5443,13182,,,0,,1981274568353597696,,330.512022951,53.09923312906,2016.0,39.96,225.28,16.52,,16.179596,18.57747,14.69206,,,16.179596,1.487535,1,12.264,11.688,11.305,,,,,CNS5 5443
5506,4269,B,2,1,4268.,2005804153064109056,,334.012457127,54.66681023756,2016.0,45.64,210.83,67.43,,12.732375,14.350177,11.498617,,,12.732375,1.228519,0,9.718,9.191,8.934,8.785,8.592,8.511,8.121,CNS5 5506
5503,4268,A,2,1,,2005798350576886272,109926,333.97721123263,54.67320230684,2016.0,45.62,212.61,70.1,-7.86,7.2831597,7.692218,6.703673,,,7.28316,0.578455,0,6.039,5.641,5.585,5.52,5.415,5.576,5.537,CNS5 5503
5332,13121,,,0,,2173367633501430272,,324.5723456671,52.95534520348,2016.0,55.08,218.43,26.85,,15.80459,18.742458,14.338306,,,15.80459,1.466284,1,11.845,11.169,10.81,10.601,10.386,10.056,8.872,CNS5 5332
5254,1261,,,0,,2176116580055936512,,319.73378229455,54.21231528669,2016.0,57.79,-85.45,193.19,,12.393204,12.355269,12.495866,,,12.393204,-0.102662,1,12.681,12.785,12.85,,,,,CNS5 5254
5288,13096,,,0,,2177877452238559232,,321.85799800123,55.88868198543,2016.0,57.61,308.52,264.02,,16.289536,19.62896,14.763616,,,16.289536,1.52592,1,12.007,11.327,10.913,10.692,10.495,10.317,9.329,CNS5 5288
5397,13157,,,0,,2202703050401536000,,327.91636041932,59.29292978332,2016.0,118.18,-86.74,-19.24,,14.373105,14.813503,13.762923,,,14.373105,0.608126,0,12.972,12.803,12.654,,,,,CNS5 5397
5430,13178,,,0,,2199435611080216576,,329.53275109177,58.61194614634,2016.0,41.41,551.8,317.18,,17.470282,20.801048,15.892962,,,17.470282,1.57732,1,13.061,12.39,11.934,11.637,11.406,11.301,9.658,CNS5 5430
5731,4324,,,0,,1995681125599758592,114924,349.1770994842,53.21242349418,2016.0,48.52,112.46,-236.55,-27.05,5.4463863,5.720738,5.017004,,,5.446386,0.43615,0,4.871,4.599,4.306,4.229,3.93,4.31,4.192,CNS5 5731
5703,13325,A,2,1,,1996725077535282944,,347.49426024433,55.11334934476,2016.0,60.98,409.07,42.48,,13.986193,16.160164,12.632325,,,13.986193,1.356515,0,10.541,9.937,9.601,9.383,9.207,8.96,8.263,CNS5 5703
5704,13326,B,2,0,13325,1996725077535283200,,347.49706026663,55.11394371458,2016.0,60.92,407.37,48.0,,15.6044655,15.966105,15.065339,,,15.604466,0.535502,0,14.269,13.941,13.93,,,,,CNS5 5704
5718,892,,,0,,2009481748875806976,114622,348.33773395483,57.16966644274,2016.0,152.86,2074.41,294.45,-18.64,5.2318964,5.766576,4.550234,,,5.231896,0.684169,0,3.981,3.469,3.261,,,,,CNS5 5718
5822,13397,,,0,,,,354.3709849,57.7938447,2000.0,26.0,26.1,-135.0,,,,,,,,,,16.595,15.767,15.356,14.799,14.038,12.533,9.011,CNS5 5822
5550,860,AB,2,1,,,110893,337.00174035238,57.69701975999,1991.25,249.94,-865.47,-461.53,,,,,8.325771,1.210567,8.325771,1.210567,2,,,,,,,,CNS5 5550
5640,13291,,,0,,,112915,343.00272489328,57.71744429591,1991.25,41.88,-93.41,-218.6,,,,,7.741555,0.67201,7.741556,0.67201,2,,,,,,,,CNS5 5640
5537,4276,,,0,,2200501793758177280,,336.32217871078,59.41245983212,2016.0,46.97,122.08,-310.13,,11.656708,13.181391,10.446536,,,11.656708,1.202782,0,8.745,8.16,7.887,7.736,7.628,7.529,7.583,CNS5 5537
5649,878,,,0,,2014653404891943936,,343.58312995281,60.99486039588,2016.0,56.15,-705.49,-132.51,,11.599415,13.027678,10.426491,,,11.599415,1.171369,0,8.836,8.195,7.971,7.815,7.677,7.529,7.013,CNS5 5649
5670,13308,,,0,,2206933593176297728,,344.56519214874,61.7406019537,2016.0,42.43,223.18,-24.44,,12.977303,14.343447,11.829153,,,12.977303,1.149745,0,10.285,9.715,9.46,9.315,9.15,8.947,7.704,CNS5 5670
5767,895,,,0,,2009439555118168832,115562,351.1266282815,57.85305705753,2016.0,75.6,-61.77,-282.04,-33.72,9.144559,10.231806,8.106551,,,9.144559,1.037225,0,6.795,6.097,5.871,5.855,5.652,5.694,5.613,CNS5 5767
5799,895.4,,,0,,2011251030583236352,116085,352.85213047067,59.16602319742,2016.0,59.39,1106.44,113.4,-25.22,6.537038,6.952739,5.95051,,,6.537038,0.584995,0,5.346,4.975,4.797,4.761,4.607,4.789,4.723,CNS5 5799
5709,13329,,,0,,2014924125275395840,,347.60191681419,61.57190911559,2016.0,42.95,228.8,-207.3,,14.420781,16.370626,13.122246,,,14.420781,1.307543,0,11.229,10.654,10.386,10.154,9.972,9.765,8.818,CNS5 5709
5837,4358,AB,2,1,,2012238465046622720,,355.03296415988,60.68733323587,2016.0,39.8,81.7,-288.33,,11.147219,11.876661,9.74249,,,11.147219,1.040447,0,8.136,7.556,7.331,7.024,7.013,6.96,6.751,CNS5 5837
5852,13411,,,0,,2012619720701400064,,355.96646640493,61.03541809766,2016.0,55.43,-612.92,-494.84,,12.202946,13.674831,11.015445,,,12.202946,1.185411,0,9.392,8.855,8.62,8.439,8.259,8.154,7.89,CNS5 5852
4921,1245,,,0,,2079073928612821760,,298.48192590176,44.41290615923,2016.0,214.6,349.36,-480.32,5.43,11.908311,14.332046,10.509522,,,11.908311,1.401035,0,8.275,7.728,7.387,7.117,6.93,6.793,6.655,CNS5 4921
4888,12872,,,0,,2079782151537655808,,295.78112832233,45.3037685991,2016.0,48.99,120.65,263.63,,14.918887,17.301605,13.532185,,,14.918887,1.393285,0,11.331,10.752,10.38,10.175,9.98,9.807,9.786,CNS5 4888
4915,1243,,,0,,2080285727861817088,,297.79001858505,46.48457360659,2016.0,83.52,183.24,265.7,,11.543919,13.152397,10.316981,,,11.543919,1.22503,0,8.586,8.045,7.773,7.568,7.417,7.295,7.177,CNS5 4915
4748,12786,,,0,,2106082126071775488,,286.80374750642,44.26948740069,2016.0,46.26,118.55,173.24,,13.632091,15.478112,12.350554,,,13.632091,1.284475,0,10.447,9.855,9.559,9.35,9.193,9.036,8.992,CNS5 4748
4740,12782,,,0,,,,286.6030705,45.1352782,2000.0,64.1,-22.8,-350.26,,,,,,,,,,16.36,16.32,16.83,16.033,13.815,12.876,9.543,CNS5 4740
4737,12779,,,0,,2106422459279293440,,286.32255569094,45.11823285913,2016.0,48.18,9.29,-607.27,,12.640089,14.131809,11.448219,,,12.640089,1.191103,0,9.85,9.3,9.027,8.865,8.686,8.528,8.336,CNS5 4737
4824,1237,,,0,,2129771310248902144,95575,291.6113922872,49.46847368667,2016.0,41.13,457.08,712.82,,7.716483,8.231129,7.037558,,,7.716483,0.673931,0,6.161,5.674,5.566,5.493,5.395,5.563,5.523,CNS5 4824
4862,765,A,2,1,,2135110401277424384,96441,294.11051379884,50.22227321405,2016.0,54.27,-5.85,263.66,-27.26,4.371612,4.587929,4.031867,,,4.371612,0.354962,0,3.878,3.716,3.537,,,,,CNS5 4862
4861,12852,B,2,0,765.,2135110259540829696,,294.05990870811,50.22063557211,2016.0,54.69,-8.13,260.95,,11.79293,13.251643,10.609198,,,11.79293,1.181393,0,8.979,8.345,8.148,7.974,7.832,7.736,7.668,CNS5 4861
4982,4135,,,0,,2089355702357960448,,301.43579791213,52.97254075664,2016.0,46.99,197.4,195.08,,11.934424,13.416253,10.742812,,,11.934424,1.188645,0,9.095,8.607,8.346,8.186,8.015,7.897,7.726,CNS5 4982
5112,802,,,0,,2183807118443409408,,310.83704104036,55.35569133907,2016.0,58.32,872.5,1684.5,,12.920318,14.992467,11.568693,,,12.920318,1.338276,0,9.563,9.058,8.753,8.519,8.273,8.099,7.998,CNS5 5112
5062,12970,,,0,,2188222203084317184,,307.30001719729,57.840672224,2016.0,55.96,21.41,-327.39,,15.059256,17.625381,13.646263,,,15.059256,1.421125,0,11.364,10.74,10.395,10.164,9.958,9.747,9.452,CNS5 5062
4878,765.1,B,3,0,,2135550755683407360,96901,295.46561283744,50.5168016497,2016.0,47.35,-134.48,-162.7,-27.73,6.0734186,6.400722,5.574562,,,6.073419,0.499121,0,4.993,4.695,4.651,,,,,CNS5 4878
4876,12864,C,3,0,765.1,2135550755684554240,,295.45226847799,50.52355944194,2016.0,47.33,-152.72,-137.82,,13.847012,,,,,13.847012,,,,,,,,,,CNS5 4876
4877,765.1,A,3,1,,2135550755683405824,96895,295.45293803824,50.52435420311,2016.0,47.32,-148.03,-159.03,-27.21,5.8180733,6.140905,5.327659,,,5.818073,0.492533,0,5.091,4.724,4.426,4.388,4.123,4.461,4.414,CNS5 4877
4854,4117,,,0,,2136665454312416256,,293.7314941869,53.25870136881,2016.0,65.77,300.44,481.88,,11.150746,12.445923,10.025291,,,11.150746,1.125059,0,8.554,7.974,7.684,7.509,7.41,7.333,7.125,CNS5 4854
4977,781,B,2,0,,,,301.3348008,54.4093545,2000.0,60.39,-1159.47,-903.57,,,,,,,,,,,,,17.693,14.872,12.43,8.871,CNS5 4977
4975,781,A,2,1,,2185710338703934976,98906,301.25028584217,54.43021426747,2016.0,60.32,-1159.52,-904.01,,11.170794,12.231574,10.149961,,,11.170794,1.022991,0,8.83,8.346,8.113,7.932,7.813,7.712,7.527,CNS5 4975
4858,12849,B,2,0,12850,2142179058447029760,96395,293.97681259742,56.98210052219,2016.0,41.8,-8.87,-179.9,,12.407508,13.840657,11.224741,,,12.407508,1.17503,0,9.544,8.986,8.791,,,,,CNS5 4858
4859,12850,A,2,1,,2142179058450057728,96395,293.98168434769,56.98300303742,2016.0,41.78,5.27,-204.39,-16.67,6.583243,6.888641,6.10501,,,6.583243,0.477625,0,5.509,5.282,5.22,,,,,CNS5 4859
4918,12889,,,0,,2237479125708758784,,298.10217831318,60.37011148942,2016.0,41.77,25.58,-125.99,,12.518432,13.944909,11.346011,,,12.518432,1.17078,0,9.791,9.213,9.018,8.777,8.617,8.505,8.219,CNS5 4918
4709,4089,,,0,,2107257297843283456,,284.11001192834,46.38292679998,2016.0,51.19,59.37,304.05,,12.609335,14.163043,11.336895,,,12.609335,1.223268,0,9.598,9.01,8.717,8.538,8.367,8.206,8.308,CNS5 4709
4729,12773,,,0,,,,285.2758174,47.3051335,2000.0,67.3,122.9,405.7,,,,,,,,,,15.856,15.468,15.641,15.25,13.655,12.464,9.454,CNS5 4729
4683,4083,,,0,,2119686379142441472,,282.69025458049,47.97148162043,2016.0,50.93,256.02,-118.0,,11.400604,12.779451,10.240987,,,11.400604,1.155733,0,8.686,8.128,7.9,7.781,7.621,7.532,7.305,CNS5 4683
4600,720,B,2,0,,2118429538570209792,,278.86660840699,45.76297999902,2016.0,64.23,456.43,361.29,,11.754142,13.28524,10.548845,,,11.754142,1.203192,0,8.886,8.314,8.075,7.922,7.738,7.629,7.508,CNS5 4600
4596,720,A,2,1,,2118424350249708800,91128,278.82950726264,45.7456542121,2016.0,64.26,452.36,363.47,-32.1,9.107278,10.066533,8.137055,,,9.107278,0.970234,0,6.881,6.26,6.082,6.057,5.917,5.923,5.819,CNS5 4596
4582,12680,,,0,,2118649750133781504,,277.9951213329,46.9748802034,2016.0,42.9,68.82,36.94,,15.085826,15.250085,14.795651,,,15.085826,0.295058,0,14.524,14.385,14.389,14.338,14.43,12.82,9.606,CNS5 4582
4659,4076,,,0,,2144816958643384064,,281.46218907217,52.46303504196,2016.0,48.8,-753.8,393.82,,13.825153,15.386797,12.613761,,,13.825153,1.211513,0,10.967,10.485,10.229,10.022,9.818,9.689,8.823,CNS5 4659
4517,708.4,,,0,,2115351387048328704,89474,273.88477658935,45.20880689744,2016.0,42.96,-77.29,-114.75,-64.59,6.149785,6.464628,5.662513,,,6.149785,0.487023,0,5.12,4.836,4.756,4.792,4.599,4.795,4.742,CNS5 4517
4522,709,,,0,,2115454019586473472,89560,274.12944268966,45.55935318,2016.0,57.37,-13.06,337.36,-37.83,9.516328,10.499331,8.533306,,,9.516328,0.983107,0,7.264,6.655,6.455,6.384,6.255,6.251,6.159,CNS5 4522
4526,12647,,,0,,2122104690545294336,,274.35438468965,48.36752952248,2016.0,50.43,-45.63,48.44,-24.31,10.373409,11.600483,9.275017,,,10.373409,1.098501,0,7.77,7.173,6.952,6.853,6.734,6.668,6.531,CNS5 4526
4592,12687,B,2,0,719.,2145277550935526912,,278.4892420545,51.72092654311,2016.0,60.64,199.63,-339.35,,13.906976,16.060295,12.558716,,,13.906976,1.350858,0,10.424,9.808,9.522,,,,,CNS5 4592
4590,719,A,2,1,,2145277550935525888,91009,278.48371596175,51.71769172499,2016.0,60.4,185.72,-325.47,,7.5995927,8.343189,6.747808,,,7.599593,0.843318,0,5.597,5.02,4.843,4.776,4.517,4.789,4.67,CNS5 4590
4484,12617,,,0,,2123161836616023296,,271.8165773985,50.25817871816,2016.0,68.47,24.59,-137.09,-0.36,17.814016,20.816486,16.217749,,,17.814016,1.596268,1,12.934,12.127,11.602,11.246,10.971,10.505,8.982,CNS5 4484
4500,12631,,,0,,2124772479414764032,,272.59737391878,51.26527065159,2016.0,43.51,54.56,152.74,-28.78,11.466016,12.603583,10.4067,,,11.466016,1.059999,0,8.996,8.452,8.238,8.101,7.97,7.873,7.754,CNS5 4500
4769,12796,,,0,,2140481412496465152,,288.20344525337,53.72100623711,2016.0,45.12,144.45,136.06,,13.247144,13.188957,13.390577,,,13.247144,-0.143434,1,13.616,13.734,13.824,13.795,13.885,13.416,9.755,CNS5 4769
4761,12793,,,0,,2141364423410899968,,287.54500813575,56.57527781466,2016.0,42.83,-353.15,324.37,,17.732866,20.609747,16.189663,,,17.732866,1.543203,1,13.281,12.654,12.231,11.825,11.549,11.167,9.67,CNS5 4761
4719,12767,C,3,0,12766,2146576589564898816,,284.4157312017,53.50901710203,2016.0,40.42,240.75,-52.47,,16.942257,17.473812,16.261986,,,16.942257,0.682141,0,15.677,15.429,15.548,15.011,15.156,13.404,9.639,CNS5 4719
4717,12765,B,3,0,12766,2146576761360909056,,284.40976677747,53.52005951938,2016.0,40.37,241.53,-44.33,,12.103305,13.41645,10.913067,,,12.103305,1.146931,0,8.906,8.398,8.075,7.627,7.504,7.441,7.364,CNS5 4717
4718,12766,A,3,1,,2146576757065535488,,284.41007875781,53.5206679609,2016.0,40.36,256.06,-52.81,,12.018861,13.331079,10.824677,,,12.018861,1.147648,0,8.906,8.398,8.075,7.627,7.504,7.441,7.364,CNS5 4718
4840,762.1,,,0,,2238597054155896832,95995,292.77886717137,58.58423547217,2016.0,55.3,-507.33,-397.3,,6.36492,6.806907,5.743167,,,6.36492,0.613963,0,5.02,4.613,4.463,4.36,4.179,4.459,4.451,CNS5 4840
4763,1233,,,0,,2143016302194287616,94346,288.04911843723,57.67379135203,2016.0,49.49,216.44,407.63,-27.26,6.8340454,7.225771,6.273788,,,6.834045,0.560687,0,5.651,5.297,5.202,5.15,4.99,5.2,5.182,CNS5 4763
