CNS5,GJ,Comp,NComp,P_,GJp,GaiaDR3,HIP,RAJ2000,DEJ2000,_tab1_11,plx,pmRA,pmDE,RV,Gmag,BPmag,RPmag,GHIPmag,G-RPHIP,Gmagr,__G-RP_r,f__G-RP_r,Jmag,Hmag,Ksmag,W1mag,W2mag,W3mag,W4mag,SimbadName
427,65.1,,,0,,350664155368182656,7734,24.90146412131,45.87676072761,2016.0,47.62,217.43,-227.84,2.11,6.449255,6.783736,5.93887,,,6.449255,0.508383,0,5.353,5.022,4.977,4.98,4.786,5.018,4.937,CNS5  427
441,10240,,,0,,350276160904866816,,25.79687515594,44.64671700424,2016.0,41.37,-25.11,18.81,,12.2619705,13.866127,11.027575,,,12.26197,1.22575,0,9.288,8.711,8.466,8.277,8.098,7.962,7.859,CNS5  441
489,10270,,,0,,349716170186042880,,28.45799095538,44.45750484767,2016.0,41.84,239.87,-96.36,,13.725133,15.727501,12.402292,,,13.725133,1.32133,0,10.416,9.838,9.547,9.37,9.154,8.981,8.456,CNS5  489
482,3121,,,0,,356922880493142016,8709,28.01237195265,47.00238987424,2016.0,60.6,4.65,122.02,,12.495588,12.469657,12.58781,,,12.495588,-0.092222,1,12.768,12.826,12.846,12.906,12.952,11.988,8.983,CNS5  482
123,10057,,,0,,419624356438705152,,6.31420831316,54.38024607085,2016.0,59.72,-342.76,-375.96,,15.71571,18.835531,14.233667,,,15.71571,1.482042,1,11.775,11.215,10.819,10.618,10.391,10.046,8.946,CNS5  123
151,10077,,,0,,418077858975682304,,8.06390797436,54.48202236166,2016.0,49.96,-208.27,-441.04,,12.446137,14.119412,11.189033,,,12.446137,1.24531,0,9.387,8.827,8.57,8.423,8.235,8.095,7.976,CNS5  151
91,10044,,,0,,,,4.633657,56.836948,2000.0,47.0,376.0,10.4,,,,,,,,,,16.48,17.479,16.239,,,,,CNS5   91
190,10107,,,0,,418363560198079616,,9.82609485642,55.13591102822,2016.0,58.21,-360.78,-234.31,,12.880576,14.429385,11.668161,,,12.880576,1.208712,0,10.021,9.519,9.236,9.071,8.871,8.733,8.922,CNS5  190
199,1015,A,2,1,,418491408481398272,,10.3393520499,55.83423240629,2016.0,43.75,324.33,-73.26,,12.731781,14.291872,11.509709,,,12.731781,1.213322,0,9.839,9.307,9.039,8.873,8.691,8.557,8.807,CNS5  199
200,1015,B,2,0,,418491412783587200,,10.34434410442,55.83534173028,2016.0,43.69,316.49,-70.09,,13.998035,14.009648,13.946325,,,13.998035,0.051958,0,14.066,13.981,13.967,,,,,CNS5  200
278,10152,,,0,,405118190290397568,,14.90277743816,52.62245765986,2016.0,53.83,-112.21,336.07,,13.853708,15.896235,12.527122,,,13.853708,1.328237,0,9.899,9.209,9.0,9.414,9.223,9.048,8.68,CNS5  278
291,10157,,,0,,405201306499066624,,15.74706950861,53.06764443793,2016.0,45.96,315.82,-265.8,,14.635294,16.766907,13.296704,,,14.635294,1.346324,0,11.315,10.794,10.464,10.271,10.055,9.955,9.246,CNS5  291
283,3069,,,0,,411311395692644224,,15.49558570667,54.18217771927,2016.0,90.07,-304.13,-116.38,,13.151,15.289569,11.807017,,,13.151,1.348625,0,9.778,9.197,8.864,8.646,8.458,8.305,8.244,CNS5  283
317,53,,,0,,411413822074322432,5336,17.0947498612,54.91320397756,2016.0,130.29,3468.25,-1564.84,-96.93,4.9480124,5.326608,4.404382,,,4.948012,0.54618,0,4.031,3.597,3.505,3.311,3.099,3.266,3.291,CNS5  317
24,4.1,A,2,1,,423075173680043904,518,1.56790833986,58.43686169804,2016.0,48.13,237.58,37.17,,6.221867,6.380405,5.585264,,,6.221867,0.483351,0,4.871,4.42,4.329,4.294,3.908,4.327,4.285,CNS5   24
23,4.1,B,2,0,,423075173674854528,518,1.56787859646,58.43729131561,2016.0,47.04,284.76,37.69,,7.075807,6.969859,6.038823,,,7.075807,1.036984,1,4.871,4.42,4.329,4.294,3.908,4.327,4.285,CNS5   23
43,8,,,0,,,746,2.29204030439,59.15021805888,1991.25,59.58,523.5,-179.77,,,,,2.198045,0.308243,2.198045,0.308243,2,,,,,,,,CNS5   43
51,10026,,,0,,423027104407576576,,2.87473492355,59.13922658078,2016.0,107.44,-905.72,-1166.83,-45.32,13.467986,15.901472,12.079866,,,13.467986,1.400907,0,9.945,9.393,9.093,8.87,8.651,8.429,8.097,CNS5   51
32,10013,A,2,1,,429297924157113856,,1.93034928286,60.38166243426,2016.0,65.01,321.57,-3.13,,12.401586,13.644194,10.695002,,,12.401586,1.249021,0,8.911,8.332,8.046,7.843,7.67,7.5,7.153,CNS5   32
33,10014,B,2,0,10013,429297859741477888,,1.93081824031,60.38161993917,2016.0,65.21,363.32,-62.23,,12.988087,,,,,12.988087,,,8.911,8.332,8.046,7.843,7.67,7.5,7.153,CNS5   33
144,10072,,,0,,,,7.7919215,57.8267105,2000.0,71.0,521.8,-18.3,,,,,,,,,,14.954,13.779,13.215,12.422,11.843,10.96,9.602,CNS5  144
239,34,A,2,1,,425040000962559616,3821,12.28522738152,57.81272812559,2016.0,168.83,1078.61,-551.13,,3.3200667,3.735508,2.848621,,,3.320067,0.528923,0,2.109,2.086,1.988,,,,,CNS5  239
238,34,B,2,0,,425040000962497792,3821,12.28118476422,57.81573918855,2016.0,168.75,1144.69,-469.67,10.45,6.762044,7.609974,5.855964,,,6.762044,0.905097,0,7.167,4.147,3.881,,,,,CNS5  238
256,38,,,0,,424422281584852352,4012,12.88757256715,58.30383036765,2016.0,52.7,1566.96,405.32,,9.966077,10.880156,9.019614,,,9.966077,0.945217,0,7.831,7.235,7.047,6.932,6.837,6.807,6.688,CNS5  256
267,10144,,,0,,426122397136335872,,13.99691262048,59.80045165275,2016.0,43.8,452.38,-56.83,,16.805937,17.361704,16.116907,,,16.805937,0.696502,0,15.442,15.211,15.035,,,,,CNS5  267
362,10191,,,0,,413391568618906880,6290,20.16736014608,57.32987255704,2016.0,46.04,-293.41,439.68,13.77,9.789813,10.599369,8.910724,,,9.789813,0.879759,0,7.814,7.169,7.021,6.915,6.888,6.861,6.74,CNS5  362
262,41,,,0,,427322415301550208,4151,13.26685659532,61.12472508469,2016.0,52.9,-68.3,169.44,20.81,4.6359124,4.926662,4.198759,,,4.635912,0.449033,0,3.936,3.681,3.638,,,,,CNS5  262
282,47,,,0,,426641955043723520,,15.3369003106,61.362137735,2016.0,95.01,362.49,-811.62,6.84,9.846085,11.080971,8.743409,,,9.846085,1.101925,0,7.272,6.71,6.483,,,,,CNS5  282
289,49,A,2,1,,522863309964987520,4872,15.66895082068,62.34545122289,2016.0,101.46,731.09,90.53,-6.56,8.671337,9.792029,7.6166,,,8.671337,1.053313,0,6.23,5.582,5.371,5.302,5.076,5.185,5.086,CNS5  289
298,51,B,2,0,49.,522864272041351296,,15.83964458528,62.36589259249,2016.0,101.37,730.4,85.97,,11.927245,13.899523,10.594085,,,11.927245,1.318106,0,8.611,8.014,7.718,,,,,CNS5  298
360,10190,,,0,,510316988940721280,,19.82398609933,59.8559615616,2016.0,41.48,301.71,-28.91,,13.715141,15.579174,12.423095,,,13.715141,1.289913,0,10.47,9.912,9.599,9.414,9.248,9.082,8.602,CNS5  360
367,10192,,,0,,410527134662587776,,20.64498817959,54.09072494939,2016.0,41.38,278.61,-61.17,,13.282553,14.852838,12.07065,,,13.282553,1.213328,0,10.383,9.834,9.538,9.374,9.205,9.058,8.266,CNS5  367
533,10296,,,0,,358269546017619840,,31.76767495537,49.64350411033,2016.0,69.87,234.25,-427.95,,11.076443,12.459577,9.917482,,,11.076443,1.156612,0,8.366,7.768,7.54,7.381,7.215,7.16,7.041,CNS5  533
540,3136,,,0,,358249819229900672,,32.22505236302,49.44771631278,2016.0,58.54,236.43,-291.18,,11.273232,12.743697,10.08082,,,11.273232,1.186216,0,8.423,7.811,7.584,7.451,7.28,7.199,7.087,CNS5  540
557,10310,,,0,,358619839636979072,,33.1317694764,50.10786597778,2016.0,40.95,-339.25,-309.48,,12.485191,14.020128,11.279323,,,12.485191,1.204326,0,9.604,9.017,8.756,8.582,8.428,8.302,8.329,CNS5  557
416,63,,,0,,409824168780424832,,24.58846698387,57.23095397493,2016.0,75.92,-194.93,-347.11,,10.8970585,12.214148,9.759813,,,10.897058,1.134035,0,8.233,7.675,7.436,7.047,7.093,7.009,6.824,CNS5  416
493,10273,A,2,1,,506105202278213248,,28.61682083037,57.69103316219,2016.0,44.89,-25.18,-197.6,,11.470179,12.954872,10.26832,,,11.470179,1.19189,0,8.525,8.005,7.736,7.569,7.404,7.317,7.165,CNS5  493
494,10274,B,2,0,10273,506105206568973184,,28.61685583699,57.69344121569,2016.0,44.92,-31.4,-205.4,,13.54687,15.132885,12.226788,,,13.54687,1.240225,0,10.433,9.873,9.633,9.358,9.138,8.962,9.025,CNS5  494
509,82,,,0,,505516521175942784,9291,29.8507026389,58.52028397206,2016.0,76.34,320.62,-192.63,,10.845914,12.493327,9.599484,,,10.845914,1.237528,0,7.79,7.224,6.961,6.81,6.617,6.538,6.369,CNS5  509
584,10323,,,0,,455808803070744832,,34.2709104785,54.58289802939,2016.0,49.08,-64.66,303.48,,13.48304,15.149896,12.240175,,,13.48304,1.240931,0,10.482,10.043,9.781,9.618,9.399,9.249,8.462,CNS5  584
637,10356,,,0,,452189348226035840,,37.77062418005,52.7560042331,2016.0,42.54,229.35,-167.68,,14.224171,16.17857,12.916871,,,14.224171,1.309642,0,10.971,10.4,10.131,9.896,9.703,9.56,8.181,CNS5  637
638,101,,,0,,458018340407727104,,37.87447894405,57.3787055854,2016.0,50.02,1115.72,11.13,,12.018761,13.508623,10.820139,,,12.018761,1.192393,0,9.218,8.637,8.418,8.198,8.032,7.941,7.78,CNS5  638
704,3182,,,0,,453562088496088320,,42.14855510213,54.38786113603,2016.0,92.07,-423.55,-385.29,,15.117151,15.592888,14.476562,,,15.117151,0.639321,0,13.87,13.545,13.469,13.366,13.352,11.905,8.521,CNS5  704
582,91.3,,,0,,351429930856782464,,34.24694095145,42.96552846951,2016.0,48.73,852.74,-583.75,,16.04462,16.43083,15.488839,,,16.04462,0.555837,0,,,,,,,,CNS5  582
577,3144,,,0,,332820971434386432,,34.06721299807,39.85662887645,2016.0,49.24,-158.65,-96.73,,14.535849,14.616515,14.385696,,,14.535849,0.15711,0,14.304,14.223,14.144,14.323,14.416,12.747,8.561,CNS5  577
650,3164,,,0,,338554924573259392,,38.50191680013,41.78065851625,2016.0,45.25,284.96,83.7,,12.40992,13.867092,11.228664,,,12.40992,1.18045,0,9.638,9.059,8.802,8.631,8.466,8.33,8.022,CNS5  650
565,10315,,,0,,352200138749697408,,33.36964299768,44.74524585365,2016.0,51.68,-52.54,-145.79,-23.47,18.245428,21.18242,16.666395,,,18.245428,1.579033,1,13.494,12.757,12.213,11.872,11.614,11.258,8.718,CNS5  565
545,10301,,,0,,353394139660510464,,32.6479256724,46.69699969924,2016.0,47.3,43.23,-977.19,,14.1100025,16.072706,12.804983,,,14.110002,1.311099,0,10.916,10.392,10.101,9.906,9.665,9.498,8.553,CNS5  545
607,10334,,,0,,353610331133759744,,35.56284933536,45.70035456975,2016.0,59.97,336.77,12.22,,12.863563,14.55412,11.620396,,,12.863563,1.245914,0,9.904,9.315,9.038,8.845,8.668,8.518,8.237,CNS5  607
693,3178,,,0,,340780267388505344,12886,41.4179035995,44.9482031857,2016.0,41.75,410.4,-124.89,35.98,10.070117,11.054639,9.08621,,,10.070117,0.983926,0,7.818,7.165,6.982,6.876,6.892,6.814,6.731,CNS5  693
701,10382,,,0,,,,41.8106006,37.4231892,2000.0,64.8,25.3,-83.2,,,,,,,,,,18.44,18.24,18.37,18.485,14.624,12.354,8.944,CNS5  701
679,9095,,,0,,335144892337326336,12623,40.5620354072,40.19312297119,2016.0,41.8,-18.67,-186.19,,4.7216687,5.051463,4.310991,,,4.721669,0.455291,0,4.212,3.973,3.877,3.613,3.359,3.61,3.582,CNS5  679
750,10410,B,2,0,3190.,141963104519359872,,44.79771396467,36.61043077337,2016.0,43.25,582.35,-286.29,,15.097089,,,,,15.097089,,,,,,,,,,CNS5  750
749,3190,A,2,1,,141963104517995008,,44.79766936906,36.60990723331,2016.0,43.18,587.83,-265.16,,11.895374,13.312684,10.69324,,,11.895374,1.17593,0,9.064,8.485,8.308,8.036,7.902,7.802,7.457,CNS5  749
707,10385,,,0,,336080576733515264,,42.1795008648,41.72222615099,2016.0,44.96,-202.07,-764.26,,12.897766,14.3808,11.707276,,,12.897766,1.188664,0,10.118,9.594,9.353,9.166,8.972,8.82,8.461,CNS5  707
772,10424,,,0,,,,46.390408,39.909622,2016.19,28.9,277.0,6.5,,,,,,,,,,,,,16.769,14.67,12.367,9.029,CNS5  772
773,10425,,,0,,240259375324767744,,46.39280670078,42.19701315436,2016.0,45.12,67.17,-59.98,27.08,7.845316,8.325102,7.201596,,,7.845316,0.642399,0,6.429,5.987,5.853,5.871,5.823,5.88,5.808,CNS5  773
780,9110,,,0,,,14576,47.04220893346,40.95565070506,1991.25,36.27,2.99,-1.66,,,,,2.103736,0.037114,2.103736,0.037114,2,,,,,,,,CNS5  780
821,10447,,,0,,,,49.0611855,38.3355698,2000.0,34.0,-93.8,-307.9,,,,,,,,,,16.059,15.44,15.265,14.699,13.509,11.762,8.889,CNS5  821
832,134,,,0,,235383247412615936,15366,49.53369363538,38.24952141692,2016.0,62.68,446.15,-572.55,-4.59,9.414893,10.500271,8.380354,,,9.414893,1.035541,0,7.023,6.371,6.164,,,,,CNS5  832
852,10468,,,0,,235505877319305088,,50.37394523347,38.79133903495,2016.0,45.23,-121.96,-35.38,,15.942977,18.784016,14.475692,,,15.942977,1.467285,1,12.098,11.525,11.181,10.943,10.723,10.353,8.494,CNS5  852
878,10481,B,2,0,10482,235263572444041856,,51.6429416739,39.48341111116,2016.0,52.01,78.13,-154.52,,13.117811,14.901356,11.847217,,,13.117811,1.27024,0,9.998,9.412,9.084,8.888,8.696,8.588,7.998,CNS5  878
879,10482,A,2,1,,235263503724564608,,51.64467155633,39.48465721567,2016.0,52.2,82.57,-145.16,,12.796257,14.517725,11.54055,,,12.796257,1.254197,0,9.719,9.132,8.835,,,,,CNS5  879
606,96,,,0,,354077348697687424,11048,35.56244783525,47.88021328768,2016.0,83.7,216.13,41.44,-38.47,8.636086,9.628431,7.647108,,,8.636086,0.988774,0,6.377,5.77,5.554,5.464,5.285,5.377,5.254,CNS5  606
686,107,B,2,0,,438829835272390784,,41.04493950469,49.23139692008,2016.0,89.41,317.25,-60.41,,9.139716,10.267504,8.080235,,,9.139716,1.057108,0,6.688,6.08,5.865,,,,,CNS5  686
687,107,A,2,1,,438829629114680704,12777,41.05222216366,49.22805187168,2016.0,89.68,334.71,-89.25,25.09,3.9830012,4.24677,3.554696,,,3.983001,0.430201,0,3.031,2.863,2.697,,,,,CNS5  687
755,10415,,,0,,432824886875420672,,45.26378787973,44.28192388002,2016.0,40.11,65.8,-126.18,,15.782515,18.34691,14.36519,,,15.782515,1.421441,0,12.049,11.375,10.994,10.703,10.488,10.21,8.946,CNS5  755
788,125,,,0,,434690036555954304,14669,47.37568834624,45.7313081425,2016.0,58.16,-426.48,-394.83,,9.291658,10.375401,8.145858,,,9.291658,1.070197,0,,,,5.817,5.603,5.634,5.535,CNS5  788
826,3213,,,0,,242513339807684992,,49.29924031567,45.37246834262,2016.0,53.11,-260.68,-70.67,,11.216007,12.632947,10.039817,,,11.216007,1.169492,0,8.422,7.865,7.593,7.435,7.284,7.192,7.033,CNS5  826
746,10408,,,0,,439595542043685888,,44.52765410336,50.23847035591,2016.0,58.54,13.4,314.54,-29.47,12.072921,13.285026,10.974774,,,12.072921,1.094295,0,9.581,9.008,8.777,8.609,8.439,8.312,8.285,CNS5  746
786,124,,,0,,436648129327098496,14632,47.27540485964,49.61287385844,2016.0,94.54,1262.19,-91.08,49.91,3.9026392,4.208915,3.42685,,,3.902639,0.476843,0,3.143,2.875,2.723,1.573,1.658,2.697,2.647,CNS5  786
763,10420,,,0,,440052423484915712,,45.78601042485,51.36268630266,2016.0,43.09,66.31,4.38,19.96,10.155469,11.200035,9.137617,,,10.155469,1.016324,0,7.859,7.269,7.015,6.925,6.782,6.732,6.636,CNS5  763
817,3209,,,0,,435570539206096640,,48.68797047237,48.51819784841,2016.0,39.95,130.68,-343.8,17.59,10.691935,11.643492,9.545157,,,10.691935,1.028635,0,8.174,7.64,7.413,7.299,7.138,7.08,6.901,CNS5  817
823,10448,,,0,,,,49.1016884,43.1190907,2000.0,74.7,375.5,-227.4,,,,,,,,,,,,,17.79,14.64,12.411,8.993,CNS5  823
831,10453,,,0,,239732949773406976,,49.53045560055,42.66854609451,2016.0,41.58,204.46,-148.05,,12.166594,13.685984,10.962213,,,12.166594,1.200429,0,9.254,8.675,8.382,8.239,8.11,8.008,7.611,CNS5  831
857,1059,,,0,,240945608019526272,,50.75898299776,42.0043989009,2016.0,67.94,275.38,-688.14,,13.611773,15.627986,12.295112,,,13.611773,1.32218,0,10.389,9.857,9.599,9.383,9.151,8.986,8.012,CNS5  857
913,10501,,,0,,,,53.8128307,43.1791001,2000.0,84.8,822.7,-792.4,,,,,,,,,,19.73,19.18,18.56,18.652,14.515,11.901,8.563,CNS5  913
917,10505,,,0,,237363467857253504,,53.97270585402,41.70568684944,2016.0,40.63,1009.94,142.03,-8.04,11.690339,12.779187,10.64163,,,11.690339,1.041535,0,9.284,8.739,8.534,8.393,8.227,8.144,7.923,CNS5  917
936,10518,B,2,0,10519,244849046098305920,,55.75718317818,45.90498406166,2016.0,41.95,-210.92,-33.74,,13.407816,14.360164,11.45717,,,13.407816,1.239467,0,9.668,9.102,8.835,8.645,8.461,8.311,8.139,CNS5  936
937,10519,A,2,1,,244849046094626176,,55.75747064797,45.90484092222,2016.0,41.91,-199.43,-14.31,,13.356239,14.350957,11.456491,,,13.356239,1.237637,0,9.668,9.102,8.835,8.645,8.461,8.311,8.139,CNS5  937
947,9123,,,0,,244808226728958848,17491,56.20563144888,46.03529085726,2016.0,40.36,339.3,-113.7,25.44,7.480358,7.92191,6.846672,,,7.480358,0.61983,0,6.06,5.633,5.513,5.511,5.364,5.516,5.472,CNS5  947
954,1064,A,2,1,,231113736385994624,17666,56.76235050997,41.42172296161,2016.0,41.94,597.92,-1243.84,50.87,7.91092,8.30968,7.332503,,,7.91092,0.572942,0,6.618,6.192,6.12,,,,,CNS5  954
955,1064,B,2,0,,231113740685855616,,56.76446366591,41.42279214715,2016.0,41.53,588.48,-1261.58,50.0,8.451743,8.932311,7.799521,,,8.451743,0.646989,0,6.949,6.481,6.347,6.396,6.311,6.365,6.301,CNS5  955
989,10541,,,0,,230171768457140736,,59.33203615707,41.1283968973,2016.0,70.58,-204.37,-24.74,,14.638093,17.261324,13.211935,,,14.638093,1.429652,0,10.903,10.299,9.949,9.73,9.508,9.278,8.67,CNS5  989
1007,10552,,,0,,230409022449384576,,61.07500644179,41.45927267003,2016.0,61.69,-45.79,-393.95,,19.257122,21.102577,17.697826,,,19.257122,1.559296,1,14.146,13.098,12.42,11.852,11.563,11.383,8.845,CNS5 1007
241,10129,,,0,,524551232110220800,,12.3481636916,65.30023631966,2016.0,69.93,-813.98,-178.24,,13.2207575,15.116922,11.927152,,,13.220758,1.296676,0,10.017,9.511,9.217,8.971,8.767,8.486,7.637,CNS5  241
34,10015,,,0,,528913132171021568,,1.96105168812,67.60663910704,2016.0,39.68,-55.89,-91.06,,11.03445,12.11453,9.804655,,,11.03445,1.094186,0,8.355,7.725,7.512,7.298,7.267,7.081,6.876,CNS5   34
154,22,B,2,0,,527956488339113600,2552,8.14284006815,67.23327824206,2016.0,100.43,1703.23,-250.06,,11.106811,12.515979,9.896468,,,11.106811,1.175945,0,7.172,6.538,6.377,,,,,CNS5  154
155,22,A,2,1,,527956488340229632,2552,8.14303081726,67.23432836058,2016.0,101.09,1748.32,-347.59,-4.02,9.566636,10.725487,8.421021,,,9.566636,1.092554,0,,,,,,,,CNS5  155
58,11,,,0,,530438704553073280,1068,3.32500604515,69.32568038687,2016.0,48.75,734.3,-274.92,,12.047564,12.767478,10.217593,,,12.047564,1.158526,0,8.556,7.984,7.746,7.562,7.411,7.318,7.208,CNS5   58
279,3068,,,0,,526058696910777984,,15.20345165692,66.9482833836,2016.0,44.33,-236.23,-54.67,,12.15071,13.644338,10.954634,,,12.15071,1.192698,0,9.408,8.726,8.484,8.268,8.135,8.034,8.165,CNS5  279
184,10104,,,0,,529443749617791232,,9.42330499489,68.36055648915,2016.0,42.96,-31.54,-43.69,-27.72,10.893285,12.095971,9.707608,,,10.893285,1.11633,0,8.169,7.576,7.347,7.148,7.099,7.024,6.911,CNS5  184
212,10114,,,0,,529369670020867840,,11.1565866007,67.95863152154,2016.0,45.61,-440.24,103.76,,13.093081,14.741949,11.856963,,,13.093081,1.235736,0,10.139,9.599,9.329,9.166,8.953,8.836,8.875,CNS5  212
230,10126,,,0,,,,11.7545587,68.0645097,2000.0,82.3,380.7,-204.2,,,,,,,,,,15.604,13.968,13.053,11.881,11.261,10.154,8.247,CNS5  230
287,10155,,,0,,523359498947960704,,15.62486402542,63.54342731466,2016.0,60.27,125.76,298.93,,14.037183,16.346285,12.661462,,,14.037183,1.380789,0,10.129,9.567,9.27,,,,,CNS5  287
310,52,,,0,,523433578540463488,5247,16.79980978587,63.94274599288,2016.0,66.39,1546.94,319.03,2.74,8.415902,9.195679,7.553894,,,8.415902,0.861548,0,6.468,5.824,5.688,,,,,CNS5  310
355,10189,,,0,,524896135167204352,,19.43053021098,64.98625081104,2016.0,44.19,285.85,341.99,,12.335951,13.823843,11.139673,,,12.335951,1.191256,0,9.538,8.985,8.752,8.596,8.399,8.278,8.874,CNS5  355
437,10239,,,0,,511481921508958720,,25.57588813057,61.78526341244,2016.0,42.82,-116.15,175.8,,12.659418,14.18362,11.44798,,,12.659418,1.202989,0,9.773,9.191,8.95,8.8,8.629,8.511,8.286,CNS5  437
394,10211,,,0,,512951002178560384,,23.6105302418,64.44738686513,2016.0,48.48,-139.29,8.23,,12.068961,13.478212,10.901276,,,12.068961,1.165421,0,9.301,8.772,8.517,,,,,CNS5  394
444,69,,,0,,512129087182637696,8070,25.9157014791,63.82080833637,2016.0,74.0,-395.21,-582.83,-51.08,7.9328227,8.622169,7.129455,,,7.932823,0.80201,0,6.122,5.51,5.38,5.363,5.226,5.341,5.27,CNS5  444
458,75,,,0,,512167948043650816,8362,26.94267663258,63.85140778825,2016.0,99.59,581.68,-246.46,2.67,5.4103966,5.813004,4.841976,,,5.410397,0.570078,0,4.596,4.133,4.014,,,,,CNS5  458
393,10210,,,0,,513177059201155200,,23.55695919815,64.99436733892,2016.0,42.32,889.24,226.29,,14.624572,16.727146,13.287408,,,14.624572,1.342127,0,11.28,10.752,10.474,10.271,10.05,10.043,8.748,CNS5  393
480,3117,A,2,1,,518201792978856960,,27.96550010712,64.4341179615,2016.0,57.86,237.44,-193.61,-13.32,10.408663,11.643727,9.303336,,,10.408663,1.102711,0,7.838,7.25,6.937,6.838,6.754,6.685,6.487,CNS5  480
479,3118,B,2,0,3117.,518201792978858880,,27.96539316164,64.43036727635,2016.0,57.83,224.81,-201.58,,13.947424,14.041717,13.770598,,,13.947424,0.183849,0,,,,,,,,CNS5  479
481,10265,,,0,,518201101498814208,,27.97699549625,64.38577616426,2016.0,46.73,-141.34,25.06,,17.62071,20.54699,16.049568,,,17.62071,1.571142,1,13.178,12.519,12.077,11.765,11.461,11.336,8.861,CNS5  481
513,3126,,,0,,514923083669786112,,30.39465528965,63.76957862948,2016.0,84.09,-258.33,-94.65,,9.9323845,11.259634,8.790385,,,9.932384,1.13784,0,7.265,6.614,6.389,6.297,6.068,6.082,5.993,CNS5  513
491,3122,,,0,,518458597663391744,8867,28.52501748391,66.17556750044,2016.0,44.5,-43.21,-140.57,-27.56,8.148396,8.694982,7.451683,,,8.148396,0.695809,0,6.614,6.105,6.017,6.031,5.959,5.992,5.887,CNS5  491
130,21,,,0,,530158019855216896,2120,6.71779915516,70.14177188619,2016.0,61.9,-137.09,-146.23,-3.36,9.700621,10.749013,8.684382,,,9.700621,1.017113,0,7.411,6.742,6.568,6.462,6.341,6.316,6.203,CNS5  130
167,3040,,,0,,536325146216950016,,8.6641777083,71.19348728659,2016.0,51.8,523.65,-343.91,,12.303581,13.802487,11.108447,,,12.303581,1.193668,0,9.465,8.878,8.669,8.446,8.296,8.156,7.901,CNS5  167
265,10143,,,0,,532920302303570176,,13.49248742342,69.28041033287,2016.0,45.55,-141.47,73.78,,13.78053,15.647738,12.491157,,,13.78053,1.289966,0,10.623,10.021,9.753,9.562,9.368,9.185,8.377,CNS5  265
246,10132,,,0,,536088338900732544,3876,12.44858853123,70.45038392507,2016.0,46.45,369.63,201.73,-31.64,7.503578,7.963376,6.879173,,,7.503578,0.623795,0,6.117,5.682,5.604,5.609,5.537,5.625,5.572,CNS5  246
288,48,,,0,,533621859441169920,4856,15.6590118756,71.67812049454,2016.0,121.49,1746.7,-381.76,,8.941875,10.254671,7.796079,,,8.941875,1.13528,0,6.301,5.699,5.449,,,,,CNS5  288
375,10198,,,0,,531859307941994240,,21.1018275002,68.32367800048,2016.0,48.13,416.11,-372.36,,15.377728,18.015116,13.884272,,,15.377728,1.439888,0,11.473,10.92,10.539,10.135,9.942,9.75,8.361,CNS5  375
395,59.1,,,0,,532057254394731776,7339,23.63392128429,68.9486454848,2016.0,47.54,-378.41,114.62,-33.27,6.3501935,6.690637,5.837847,,,6.350194,0.512096,0,5.296,4.941,4.888,,,,,CNS5  395
390,10208,,,0,,532266024164292352,,23.29101546676,69.9689458231,2016.0,51.68,0.8,68.71,,11.743499,13.069647,10.606039,,,11.743499,1.136495,0,9.075,8.506,8.288,8.129,7.98,7.875,8.062,CNS5  390
573,90,,,0,,520377795206114688,10531,33.93336984833,67.67095420333,2016.0,53.87,518.18,-305.64,-12.9,6.9716945,7.426581,6.354734,,,6.971694,0.61819,0,,,,,,,,CNS5  573
515,3125,,,0,,558611490995613056,,30.47990733603,73.54177186327,2016.0,84.39,269.63,-81.84,,13.167261,14.396111,11.130215,,,13.167261,1.310593,0,9.252,8.674,8.366,8.159,7.952,7.8,7.576,CNS5  515
648,10363,,,0,,545367014444503296,,38.445343724,71.15848556839,2016.0,44.15,104.39,-160.95,,13.809395,15.672529,12.523477,,,13.809395,1.288919,0,10.649,10.09,9.781,9.577,9.384,9.203,8.579,CNS5  648
597,10331,,,0,,459215468053012096,,34.98428465514,59.32335305221,2016.0,55.35,89.57,-200.61,,15.154918,17.839083,13.724038,,,15.154918,1.437846,0,11.336,10.761,10.409,10.176,9.992,9.792,8.447,CNS5  597
535,3134,,,0,,515045129459646080,,31.79538912228,64.28574993878,2016.0,52.29,222.59,-166.88,,12.897207,14.606239,11.638614,,,12.897207,1.252771,0,9.875,9.297,8.995,8.848,8.648,8.515,8.31,CNS5  535
616,10342,,,0,,513688675702458880,,36.3620944881,62.49845976439,2016.0,48.36,258.13,-225.47,,16.07383,18.995638,14.593675,,,16.07383,1.480155,1,12.049,11.4,11.023,10.754,10.564,11.637,8.387,CNS5  616
739,119,A,2,1,,459661938487952000,,44.14913665815,55.43522737414,2016.0,49.36,727.63,-455.23,76.2,9.690008,10.689696,8.692596,,,9.690008,0.994091,0,7.425,6.797,6.59,,,,,CNS5  739
740,119,B,2,0,,459661938487951360,,44.15204955424,55.43953223609,2016.0,49.36,710.56,-455.73,,10.630822,11.895843,9.508488,,,10.630822,1.116059,0,8.006,7.414,7.203,6.683,6.904,6.856,6.688,CNS5  740
736,10403,,,0,,460661738155654400,,43.94087627021,57.12991194612,2016.0,44.75,56.14,32.43,,15.256578,17.578293,13.632784,,,15.256578,1.417022,0,11.336,10.717,10.364,10.18,9.965,9.724,8.558,CNS5  736
